player_id,weight,first_name,middle_name,last_name,team_id,birth_date,height,foot,short_name,current_national_team_id,passport_area_name,passport_area_id,passport_area_alpha3code,passport_area_alpha2code,role_code2,role_code3,role_name,birth_area_name,birth_area_id,birth_area_alpha3code,birth_area_alpha2code
7926,72,Luís Carlos,,Almeida da Cunha,3162,1986-11-17,177,right,Nani,,Portugal,620,PRT,PT,MD,MID,Midfielder,Cape Verde Islands,132,CPV,CV
7934,65,Jesse,,Lingard,1611,1992-12-15,174,right,J. Lingard,2413,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
7936,84,Paul,,Pogba,1611,1993-03-15,191,right,P. Pogba,4418,Guinea,324,GIN,GN,MD,MID,Midfielder,France,250,FRA,FR
7939,65,Ashley ,,Young,1611,1985-07-09,175,right,A. Young,2413,Jamaica,388,JAM,JM,DF,DEF,Defender,England,0,XEN,
7941,73,Javier,,Hernández Balcázar,1633,1988-06-01,175,right,J. Hernández,15473,Mexico,484,MEX,MX,FW,FWD,Forward,Mexico,484,MEX,MX
7945,73,Daniel Nii,,Tackie Mensah Welbeck,1609,1990-11-26,185,right,D. Welbeck,2413,Ghana,288,GHA,GH,FW,FWD,Forward,England,0,XEN,
7947,76,Brad,,Jones,16470,1982-03-19,194,left,B. Jones,8493,England,0,XEN,,GK,GKP,Goalkeeper,Australia,36,AUS,AU
7949,92,José Manuel ,,Reina Páez,3157,1982-08-31,188,right,Pepe Reina,1598,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
7954,92,Sebastián,,Coates Nión,1632,1990-10-07,196,right,S. Coates,15670,Spain,724,ESP,ES,DF,DEF,Defender,Uruguay,858,URY,UY
565016,0,Rayan,,Aït Nouri,3799,2001-06-06,0,,R. Aït Nouri,,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
7964,67,Jordan Brian,,Henderson,1612,1990-06-17,182,right,J. Henderson,2413,England,0,XEN,,MD,MID,Midfielder,England,0,XEN,
7965,73,Lucas ,,Pezzini Leiva,3162,1987-01-09,179,right,Lucas Leiva,,Italy,380,ITA,IT,MD,MID,Midfielder,Brazil,76,BRA,BR
7972,86,Luis Alberto,,Suárez Díaz,676,1987-01-24,182,right,L. Suárez,15670,Uruguay,858,URY,UY,FW,FWD,Forward,Uruguay,858,URY,UY
7982,77,Davide,,Santon,3161,1991-01-02,186,right,D. Santon,,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
7986,77,Mehdi,,Abeid,3804,1992-08-06,178,right,M. Abeid,,Algeria,12,DZA,DZ,MD,MID,Midfielder,France,250,FRA,FR
40756,84,Carlos Henrique,,Casimiro,675,1992-02-23,185,right,Casemiro,6380,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
40770,93,Willian José,,da Silva,687,1991-11-23,189,right,Willian José,,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
40774,83,Rafael,,Cabral Barbosa,3187,1990-05-20,186,right,Rafael,,Portugal,620,PRT,PT,GK,GKP,Goalkeeper,Brazil,76,BRA,BR
40800,78,Paulo Henrique,,Chagas de Lima,680,1989-10-12,184,left,Ganso,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
8034,84,Anga Dedryck,,Boyata,8508,1990-11-28,188,right,D. Boyata,5629,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
40806,69,Felipe ,,Anderson Pereira Gomes,3162,1993-04-15,178,right,Felipe Anderson,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
40810,68,Neymar,,da Silva Santos Junior,3767,1992-02-05,175,right,Neymar,6380,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
263490,82,Sehrou,,Guirassy,2463,1996-03-12,187,right,S. Guirassy,,C\u00f4te d'Ivoire,384,CIV,CI,FW,FWD,Forward,France,250,FRA,FR
335763,73,Salomon Junior,,Sambia,3787,1996-09-07,185,right,J. Sambia,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
8094,95,Jack,,Butland,1639,1993-03-10,196,right,J. Butland,2413,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
3543,73,Borja,,Valero Iglesias,3161,1985-01-12,175,right,Borja Valero,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
8126,75,José Miguel,,da Rocha Fonte,3776,1983-12-22,191,right,José Fonte,9905,Portugal,620,PRT,PT,DF,DEF,Defender,Portugal,620,PRT,PT
8148,69,Iago,,Falqué Silva,3185,1990-01-04,174,left,Iago Falqué,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
434142,70,Fabrizio,,Caligara,3173,2000-04-12,180,left,F. Caligara,,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
8192,81,Martin,,Olsson,10531,1988-05-17,178,left,M. Olsson,7047,Sweden,752,SWE,SE,DF,DEF,Defender,Sweden,752,SWE,SE
368642,67,Giovanni,,Crociata,3197,1997-08-11,174,right,G. Crociata,3764,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
8200,75,Steven N'Kemboanza Mike Christopher,,N'Zonzi,3158,1988-12-15,196,right,S. N'Zonzi,4418,Congo DR,180,COD,CD,MD,MID,Midfielder,France,250,FRA,FR
8213,76,Rubén ,,Rochina Naixes,695,1991-03-23,182,left,Rubén Rochina,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
55983,77,Ragnar,,Sigurðsson,13897,1986-06-19,187,right,R. Sigurðsson,7839,Iceland,352,ISL,IS,DF,DEF,Defender,Iceland,352,ISL,IS
8249,85,Marouane,,Fellaini-Bakkioui,1611,1987-11-22,194,right,M. Fellaini,5629,Morocco,504,MAR,MA,MD,MID,Midfielder,Belgium,56,BEL,BE
41034,75,Rafael,,Tolói,3172,1990-10-10,185,right,Rafael Tolói,,Italy,380,ITA,IT,DF,DEF,Defender,Brazil,76,BRA,BR
8268,70,Benoît,,Assou-Ekotto,,1984-03-24,178,left,B. Assou-Ekotto,,Cameroon,120,CMR,CM,DF,DEF,Defender,France,250,FRA,FR
8277,83,Kyle,,Walker,1625,1990-05-28,183,right,K. Walker,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
8278,81,Gareth Frank,,Bale,675,1989-07-16,185,left,G. Bale,10682,Wales,0,XWA,,FW,FWD,Forward,Wales,0,XWA,
8287,66,Luka,,Modrić,675,1985-09-09,172,right,L. Modrić,9598,Croatia,191,HRV,HR,MD,MID,Midfielder,Croatia,191,HRV,HR
41056,78,Thiago Henrique,,Mendes Ribeiro,3776,1992-03-15,176,right,Thiago Mendes,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
8291,75,Sandro ,,Ranieri Guimarães Cordeiro,3219,1989-03-15,187,right,Sandro,,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
8292,76,Danny,,Rose,1624,1990-07-02,174,left,D. Rose,2413,Jamaica,388,JAM,JM,DF,DEF,Defender,England,0,XEN,
8297,74,Giovani,,dos Santos Ramírez,7847,1989-05-11,175,left,G. dos Santos,15473,Spain,724,ESP,ES,FW,FWD,Forward,Mexico,484,MEX,MX
8306,83,Aleksandar,,Kolarov,3158,1985-11-10,187,left,A. Kolarov,17322,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
8307,85,Vincent,,Kompany,1625,1986-04-10,193,right,V. Kompany,5629,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
8309,79,Karim,,Rekik,2457,1994-12-02,186,left,K. Rekik,664,Tunisia,788,TUN,TN,DF,DEF,Defender,Netherlands,528,NLD,NL
8311,80,Stefan,,Savić,679,1991-01-08,187,right,S. Savić,17371,Montenegro,499,MNE,ME,DF,DEF,Defender,Montenegro,499,MNE,ME
8315,72,Nigel,,de Jong,2460,1984-11-30,174,right,N. de Jong,,Suriname,740,SUR,SR,MD,MID,Midfielder,Netherlands,528,NLD,NL
8317,67,David Josué,,Jiménez Silva,1625,1986-01-08,173,left,David Silva,1598,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
8323,69,Denis,,Suárez Fernández,676,1994-01-06,176,right,Denis Suárez,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
8325,70,Sergio Leonel,,Agüero del Castillo,1625,1988-06-02,173,right,S. Agüero,12274,Spain,724,ESP,ES,FW,FWD,Forward,Argentina,32,ARG,AR
8326,88,Mario ,,Barwuah Balotelli,3775,1990-08-12,189,right,M. Balotelli,3757,Ghana,288,GHA,GH,FW,FWD,Forward,Italy,380,ITA,IT
8327,84,Edin,,Džeko,3158,1986-03-17,193,right,E. Džeko,10001,Bosnia-Herzegovina,70,BIH,BA,FW,FWD,Forward,Bosnia-Herzegovina,70,BIH,BA
41127,86,Pablo,,Nascimento Castro,3772,1991-06-21,188,right,Pablo,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
8410,78,Mile,,Jedinak,1614,1984-08-03,188,right,M. Jedinak,8493,Croatia,191,HRV,HR,MD,MID,Midfielder,Australia,36,AUS,AU
285396,65,Cristian David,,Pavón,12057,1996-01-21,167,right,C. Pavón,12274,Argentina,32,ARG,AR,FW,FWD,Forward,Argentina,32,ARG,AR
8464,60,Fabian,,Delph,1625,1989-11-21,174,left,F. Delph,2413,Guyana,328,GUY,GY,MD,MID,Midfielder,England,0,XEN,
139548,73,Ogenyi Eddy,,Onazi,4488,1992-12-25,173,right,O. Onazi,16823,Nigeria,566,NGA,NG,MD,MID,Midfielder,Nigeria,566,NGA,NG
8480,76,Kasper,,Schmeichel,1631,1986-11-05,185,right,K. Schmeichel,7712,Denmark,208,DNK,DK,GK,GKP,Goalkeeper,Denmark,208,DNK,DK
8514,87,Simon,,Mignolet,1612,1988-03-06,193,right,S. Mignolet,5629,Belgium,56,BEL,BE,GK,GKP,Goalkeeper,Belgium,56,BEL,BE
8525,78,Ahmed Eissa ,,El Mohamady Abdel Fattah,1614,1987-09-09,183,right,Ahmed El Mohamady,16129,Egypt,818,EGY,EG,MD,MID,Midfielder,Egypt,818,EGY,EG
8529,70,Sebastian,,Larsson,6716,1985-06-06,178,right,S. Larsson,7047,Sweden,752,SWE,SE,MD,MID,Midfielder,Sweden,752,SWE,SE
8533,72,Stéphane,,Sessègnon,4494,1984-06-01,172,right,S. Sessègnon,18884,Benin,204,BEN,BJ,MD,MID,Midfielder,Benin,204,BEN,BJ
41363,79,Gabriel Armando,,de Abreu,674,1990-11-26,187,right,Gabriel,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
8625,75,Victor,,Moses,1610,1990-12-12,177,right,V. Moses,16823,England,0,XEN,,MD,MID,Midfielder,Nigeria,566,NGA,NG
8628,88,Franco Matías,,Di Santo,2449,1989-04-07,193,right,F. Di Santo,,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
8653,79,Harry ,,Maguire,1631,1993-03-05,188,right,H. Maguire,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
336371,74,Guilherme Antonio,,Arana Lopes,680,1997-04-14,176,left,Guilherme Arana,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
8717,86,Harry,,Kane,1624,1993-07-28,188,right,H. Kane,2413,Ireland Republic,372,IRL,IE,FW,FWD,Forward,England,0,XEN,
270866,79,Diego Carlos,,Santos Silva,3770,1993-03-15,185,right,Diego Carlos,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
402014,80,Niccolò,,Zanellato,3197,1998-06-24,187,right,N. Zanellato,,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
402017,73,Bright,,Gyamfi,3219,1996-01-20,180,right,B. Gyamfi,,Ghana,288,GHA,GH,DF,DEF,Defender,Ghana,288,GHA,GH
8899,72,Alexander,,Kačaniklić,3770,1991-08-13,181,left,A. Kačaniklić,,Macedonia FYR,807,MKD,MK,MD,MID,Midfielder,Sweden,752,SWE,SE
8945,72,Kieran,,Trippier,1624,1990-09-19,178,right,K. Trippier,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
33032,78,Kamil,,Grosicki,1672,1988-06-08,180,right,K. Grosicki,13869,Poland,616,POL,PL,MD,MID,Midfielder,Poland,616,POL,PL
140046,94,Marko,,Dmitrović,701,1992-01-24,194,left,M. Dmitrović,17322,Serbia,688,SRB,RS,GK,GKP,Goalkeeper,Serbia,688,SRB,RS
140085,70,Andrija,,Živković,9607,1996-07-11,169,left,A. Živković,17322,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
140125,77,Nemanja,,Radoja,692,1993-02-06,186,right,N. Radoja,,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
9080,77,Adel,,Taarabt,3193,1989-05-24,182,right,A. Taarabt,,France,250,FRA,FR,MD,MID,Midfielder,Morocco,504,MAR,MA
134512,65,Corentin,,Jean,3780,1995-07-15,170,right,C. Jean,,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
285508,77,Kelechi Promise,,Iheanacho,1631,1996-03-10,187,left,K. Iheanacho,16823,Nigeria,566,NGA,NG,FW,FWD,Forward,Nigeria,566,NGA,NG
41904,69,José Rodolfo,,Pires Ribeiro,5655,1992-02-06,177,left,Dodô,,Portugal,620,PRT,PT,DF,DEF,Defender,Brazil,76,BRA,BR
336829,82,Robin,,Koch,2453,1996-07-17,190,right,R. Koch,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
12,74,Kenneth Josiah,,Omeruo,712,1993-10-17,185,right,K. Omeruo,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Nigeria,566,NGA,NG
173212,81,Niklas,,Stark,2457,1995-04-14,190,right,N. Stark,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
173213,73,Marc,,Stendera,2462,1995-12-10,173,right,M. Stendera,,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
173214,75,Timo,,Werner,2975,1996-03-06,180,right,T. Werner,3148,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
9380,75,John,,Stones,1625,1994-05-28,188,right,J. Stones,2413,England,0,XEN,,DF,DEF,Defender,England,0,XEN,
143566,70,Douglas,,dos Santos Justino de Melo,2450,1994-03-22,175,left,Douglas Santos,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
105344,88,Yevhen,,Seleznyov,4615,1985-07-20,187,right,Y. Seleznyov,,Ukraine,804,UKR,UA,FW,FWD,Forward,Ukraine,804,UKR,UA
116269,66,Diego Sebastián,,Laxalt Suárez,3157,1993-02-07,178,left,D. Laxalt,15670,Italy,380,ITA,IT,MD,MID,Midfielder,Uruguay,858,URY,UY
501018,71,Romain,,Caumet,3787,1999-04-13,174,,R. Caumet,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
337225,67,Rolando,,Aarons,3194,1995-11-16,175,left,R. Aarons,,England,0,XEN,,MD,MID,Midfielder,Jamaica,388,JAM,JM
165431,83,Kenan,,Karaman,2455,1994-03-05,189,left,K. Karaman,4687,Turkey,792,TUR,TR,FW,FWD,Forward,Germany,276,DEU,DE
28908,70,Frédéric,,Guilbert,3783,1994-12-24,178,right,F. Guilbert,,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
9611,83,Péter,,Gulácsi,2975,1990-05-06,190,right,P. Gulácsi,10451,Hungary,348,HUN,HU,GK,GKP,Goalkeeper,Hungary,348,HUN,HU
105376,81,Nikola,,Kalinić,3157,1988-01-05,187,right,N. Kalinić,,Croatia,191,HRV,HR,FW,FWD,Forward,Croatia,191,HRV,HR
402898,83,Senna,,Miangue,3173,1997-02-05,192,left,S. Miangue,5635,Congo DR,180,COD,CD,DF,DEF,Defender,Belgium,56,BEL,BE
501205,68,Mattéo,,Ahlinvi,3785,1999-07-02,183,left,M. Ahlinvi,,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
206314,75,Mauro Emanuel,,Icardi Rivero ,3161,1993-02-19,181,right,M. Icardi,,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
206318,73,Davide,,Biraschi,3193,1994-07-02,182,right,D. Biraschi,,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
271888,67,Sébastien,,Salles Lamonge,3774,1996-01-28,170,right,S. Salles Lamonge,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
149091,80,Marcel,,Tisserand,2451,1993-01-10,190,right,M. Tisserand,18538,Congo DR,180,COD,CD,DF,DEF,Defender,France,250,FRA,FR
239191,73,Milot,,Rashica,2443,1996-06-28,177,right,M. Rashica,22124,Albania,8,ALB,AL,FW,FWD,Forward,Kosovo,0,XKS,
271990,80,Lucas,,Höler,2453,1994-07-10,184,right,L. Höler,,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
345707,79,Berkay,,Özcan,2445,1998-02-15,180,right,B. Özcan,,Turkey,792,TUR,TR,MD,MID,Midfielder,Germany,276,DEU,DE
566942,60,Enzo,,Loiodice,3804,2000-11-27,176,left,E. Loiodice,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
239288,75,Simone,,Scuffet,3163,1996-05-31,187,right,S. Scuffet,3763,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
239290,78,Elio,,Capradossi,3158,1996-03-11,185,right,E. Capradossi,3763,Italy,380,ITA,IT,DF,DEF,Defender,Uganda,800,UGA,UG
239294,63,José,,Mauri,3157,1996-05-16,169,right,J. Mauri,,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
239295,70,Vittorio,,Parigini,3219,1996-03-25,180,right,V. Parigini,3763,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
239298,77,Federico,,Bonazzoli,3204,1997-05-21,182,left,F. Bonazzoli,3764,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
50806,89,Pontus,,Jansson,1630,1991-02-13,196,right,P. Jansson,7047,Sweden,752,SWE,SE,DF,DEF,Defender,Sweden,752,SWE,SE
50807,72,Pa Momodou,,Konate,3204,1994-04-25,178,left,P. Konate,,Guinea,324,GIN,GN,DF,DEF,Defender,Sweden,752,SWE,SE
116345,81,Facundo Julián,,Píriz González,3787,1990-03-27,187,right,F. Píriz,,Italy,380,ITA,IT,MD,MID,Midfielder,Uruguay,858,URY,UY
337647,85,Florian,,Müller,2460,1997-11-13,192,left,F. Müller,,Germany,276,DEU,DE,GK,GKP,Goalkeeper,Germany,276,DEU,DE
337682,78,Ohis Felix,,Uduokhai,2451,1997-09-09,192,right,F. Uduokhai,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
10014,82,Syam,,Ben Youssef,4551,1989-03-31,186,right,S. Ben Youssef,16276,Tunisia,788,TUN,TN,DF,DEF,Defender,France,250,FRA,FR
337732,83,Cedric,,Teuchert,2449,1997-01-14,183,right,C. Teuchert,3155,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
403273,76,Victor James,,Osimhen,2451,1998-12-29,185,right,V. Osimhen,,Nigeria,566,NGA,NG,FW,FWD,Forward,Nigeria,566,NGA,NG
272234,70,Mohamed,,Dräger,2453,1996-06-25,178,right,M. Dräger,16279,Tunisia,788,TUN,TN,MD,MID,Midfielder,Germany,276,DEU,DE
141172,71,Jean Eudès,,Aholou,3779,1994-03-20,186,left,J. Aholou,,C\u00f4te d'Ivoire,384,CIV,CI,MD,MID,Midfielder,C\u00f4te d'Ivoire,384,CIV,CI
337781,0,Justin,,Hoffmanns,2454,1997-02-26,176,right,J. Hoffmanns,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
10113,73,Ahmed,,Benali,3197,1992-02-07,173,right,A. Benali,,Libya,434,LBY,LY,MD,MID,Midfielder,England,0,XEN,
10131,77,Jordan,,Pickford,1623,1994-03-07,185,left,J. Pickford,2413,England,0,XEN,,GK,GKP,Goalkeeper,England,0,XEN,
272280,65,Gianluca,,Gaudino,3165,1996-11-11,175,right,G. Gaudino,,Italy,380,ITA,IT,MD,MID,Midfielder,Germany,276,DEU,DE
272338,73,Lukas,,Klünter,2463,1996-05-26,184,right,L. Klünter,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
337890,69,Maximilian,,Mittelstädt,2457,1997-03-18,178,left,M. Mittelstädt,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
272363,69,Mahmoud,,Dahoud,2447,1996-01-01,177,right,M. Dahoud,3155,Germany,276,DEU,DE,MD,MID,Midfielder,Syria,760,SYR,SY
337903,75,Elvis,,Rexhbecaj,2451,1997-11-01,182,left,E. Rexhbecaj,,Germany,276,DEU,DE,MD,MID,Midfielder,Albania,8,ALB,AL
272373,84,Dominik,,Reimann,2447,1997-06-18,186,right,D. Reimann,,Germany,276,DEU,DE,GK,GKP,Goalkeeper,Germany,276,DEU,DE
116393,82,Mauro Daniel,,Goicoechea Furia,3780,1988-03-27,186,right,M. Goicoechea,,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Uruguay,858,URY,UY
403449,71,Rogério,,Oliveira da Silva,3315,1998-01-13,178,left,Rogério,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
436250,71,Valère,,Pollet,3776,1997-06-27,177,,V. Pollet,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
337960,74,Marco,,Richter,2481,1997-11-24,176,right,M. Richter,3156,Germany,276,DEU,DE,FW,FWD,Forward,Germany,276,DEU,DE
43051,82,Gabriel,,Appelt Pires,712,1993-09-18,187,left,Gabriel,,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
272434,75,Waldemar,,Anton,2455,1996-07-20,189,right,W. Anton,3155,Germany,276,DEU,DE,DF,DEF,Defender,Uzbekistan,860,UZB,UZ
272435,82,Timo,,Hübers,2455,1996-07-20,190,right,T. Hübers,,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
272436,70,Noah-Joel,,Sarenren-Bazee,2455,1996-08-21,182,right,N. Sarenren-Bazee,,Nigeria,566,NGA,NG,MD,MID,Midfielder,Germany,276,DEU,DE
272440,75,Maximilian,,Eggestein,2443,1996-12-08,181,right,M. Eggestein,3155,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
403546,63,Seung-Woo,,Lee,3194,1998-01-06,173,right,Lee Seung-Woo,14855,Korea Republic,410,KOR,KR,FW,FWD,Forward,Korea Republic,410,KOR,KR
206994,88,Ögmundur,,Kristinsson,26,1989-06-19,191,right,Ö. Kristinsson,,Iceland,352,ISL,IS,GK,GKP,Goalkeeper,Iceland,352,ISL,IS
207001,77,Carlos Joaquín,,Correa,680,1994-08-13,188,right,J. Correa,,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
43196,73,Wergiton,,do Rosário Calmon,3780,1988-09-28,180,right,Somália,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
239843,71,Zakaria,,Bakkali,677,1996-01-26,168,right,Z. Bakkali,,Morocco,504,MAR,MA,FW,FWD,Forward,Belgium,56,BEL,BE
338201,67,Emmanuel Okyere,,Boateng,695,1996-05-23,175,right,E. Boateng,,Ghana,288,GHA,GH,FW,FWD,Forward,Ghana,288,GHA,GH
207143,78,Fábio Henrique,,Tavares,19830,1993-10-23,188,right,Fabinho,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
207164,76,Papa Alioune,,N'Diaye,1639,1990-10-27,180,right,B. N'Diaye,19314,Senegal,686,SEN,SN,MD,MID,Midfielder,Senegal,686,SEN,SN
338249,78,Gil,,Bastião Dias,3176,1996-09-28,183,left,Gil Dias,9910,Portugal,620,PRT,PT,FW,FWD,Forward,Portugal,620,PRT,PT
40726,74,Allan,,Marques Loureiro,3187,1991-01-08,175,right,Allan,,Portugal,620,PRT,PT,MD,MID,Midfielder,Brazil,76,BRA,BR
240032,77,Jan,,Bednarek,1619,1996-04-12,189,right,J. Bednarek,13869,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
240042,75,Dawid,,Kownacki,3164,1997-03-14,187,right,D. Kownacki,13869,Poland,616,POL,PL,FW,FWD,Forward,Poland,616,POL,PL
139080,72,Wilder José,,Cartagena Mendoza,15416,1994-09-23,179,right,W. Cartagena,15594,Peru,604,PER,PE,MD,MID,Midfielder,Peru,604,PER,PE
272878,72,Andrea,,Nalini,3197,1990-06-20,180,right,A. Nalini,,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
43515,77,Andrei,,Girotto,3770,1992-02-17,186,right,Andrei Girotto,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
404209,70,Kwang-Song,,Han,3173,1998-09-11,178,right,Han Kwang-Song,19571,Korea DPR,408,PRK,KP,FW,FWD,Forward,Korea DPR,408,PRK,KP
404213,82,Alban,,Lafont,3780,1999-01-23,193,right,A. Lafont,4423,France,250,FRA,FR,GK,GKP,Goalkeeper,Burkina Faso,854,BFA,BF
404214,82,Gaëtan,,Poussin,3772,1999-01-13,184,right,G. Poussin,,France,250,FRA,FR,GK,GKP,Goalkeeper,France,250,FRA,FR
404216,77,Boubacar,,Kamara,3771,1999-11-23,184,right,B. Kamara,4423,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
404219,73,Mickaël,,Cuisance,2454,1999-08-16,181,left,M. Cuisance,4423,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
404226,70,Myziane,,Maolida,3766,1999-02-14,180,right,M. Maolida,4423,Comoros,174,COM,KM,FW,FWD,Forward,France,250,FRA,FR
404227,0,Ervin,,Taha,3772,1999-03-14,180,right,E. Taha,,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
437011,77,Hicham,,Mahou,3775,1999-07-02,180,right,H. Mahou,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
11063,70,Jesús Joaquín,,Fernández Sáez de la Torre,3157,1993-11-19,176,left,Suso,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
11066,69,Raheem Shaquille,,Sterling,1625,1994-12-08,170,right,R. Sterling,2413,England,0,XEN,,FW,FWD,Forward,Jamaica,388,JAM,JM
240445,72,Andreas,,Hoelgebaum Pereira,674,1996-01-01,178,right,Andreas Pereira,,Brazil,76,BRA,BR,MD,MID,Midfielder,Belgium,56,BEL,BE
11093,82,William,,Troost-Ekong,3163,1993-09-01,191,right,W. Troost-Ekong,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Netherlands,528,NLD,NL
11095,77,Milos,,Veljkovic,2443,1995-09-26,184,right,M. Veljkovic,17322,Serbia,688,SRB,RS,DF,DEF,Defender,Switzerland,756,CHE,CH
404333,71,Pape Sane,,Mbodji,698,1997-09-20,183,,P. Mbodji,,Senegal,686,SEN,SN,MD,MID,Midfielder,Senegal,686,SEN,SN
11152,88,Moussa Sidi Yaya,,Dembélé,1624,1987-07-16,185,left,M. Dembélé,5629,Mali,466,MLI,ML,MD,MID,Midfielder,Belgium,56,BEL,BE
11155,82,Bryan,,Ruiz González,5655,1985-08-18,188,left,B. Ruiz,16871,Costa Rica,188,CRI,CR,MD,MID,Midfielder,Costa Rica,188,CRI,CR
11156,85,Marcello,,Trotta,3197,1992-09-29,188,left,M. Trotta,,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
